tag_id,species,bill length (mm),bill depth (mm),flipper_length_mm,body_mass_g,age_group,sex,colony_id,island,capture_date,health_status,study_name,clutch_completion,date_egg
GEN-0957,Gentoo,51.79,16.2,220.2,,Adult,Female,Torgersen North,Torgersen,2020-10-15,Underweight,PAPRI2020,Yes,2020-10-05
,Chinstrap,47.94,15.81,194.9,3970.0,Adult,M,Biscoe West,Biscoe,2021-03-30,,,Yes,2021-03-30
CHN-0972,Chinstrap,44.81,17.44,191.1,4450.155445022498,Adult,,Cormorant East,,,Overweight,PAPRI2023,Yes,2023-07-11
,Gentoo,41.92,14.52,206.4,5373.0,Adult,,Dream South,Dream,2020-09-02,Healthy,PAPRI2020,Yes,2020-08-31
,Adelie,39.36,18.68,202.5,2504.0,Chick,Male,Cormorant East,Cormorant,2023-07-22,Underweight,PAPRI2023,Yes,2023-07-22
GEN-0958,Gentoo,48.28,16.54,217.6,5200.0,Adult,Male,Dream South,,2024-02-19,Healthy,PAPRI2024,Yes,2024-02-08
CHN-0973,Chinstrap,47.24,15.61,189.5,3366.0,Adult,,Dream Island,Dream,2024-10-01,Unwell,PAPRI2024,Yes,2024-09-17
ADE-0949,Adelie,37.97,16.93,186.3,3466.0,Adult,,Shortcut Point,Shortcut,,Overwight,PAPRI2022,,2022-01-11
,Chinstrap,47.14,18.61,197.7,3540.0,Adult,,Torgersen North,Torgersen,,Healthy,PAPRI2021,Yes,2021-06-07
GEN-0959,Gentoo,47.17,16.43,215.9,5336.0,Adult,Male,,Torgersen,2024-04-06,Healthy,PAPRI2024,Yes,2024-03-30
ADE-0950,Adelie,39.63,17.83,186.3,2995.0,Juvenile,Male,Torgersen North,Torgersen,2023-08-20,Healthy,,Yes,2023-08-08
ADE-0951,Adelie,40.33,21.0,,2951.66,Juvenile,M,Dream South,Dream,2023-06-12,Underweight,PAPRI2023,Yes,2023-06-03
CHN-0974,Chinstrap,48.04,18.53,185.1,2888.0,Juvenile,F,Biscoe West,Biscoe,2023-07-23,Critically Ill,PAPRI2023,No,
CHN-0975,Chinstrap,45.31,18.8,184.1,2720.0,Juvenile,,Cormorant East,Cormorant,2024-04-01,Underweight,PAPRI2024,Yes,2024-03-18
GEN-0960,Gentoo,45.83,13.44,212.6,5001.0,Adult,Female,Dream South,Dream,2024-06-19,Healthy,PAPRI2024,Yes,2024-06-19
CHN-0976,Chinstrap,52.13,20.6,,3225.0,Juvenile,,Cormorant East,Cormorant,2023-07-24,Underweight,PAPRI2023,No,
CHN-0977,Chinstrap,51.55,17.96,197.0,2852.0,Juvenile,,Torgersen North,Torgersen,2024-12-01,Underweight,PAPRI2024,Yes,2024-11-26
,adeleie,39.93,19.88,192.5,3330.0,Juvenile,Male,Dream South,Dream,,Healthy,PAPRI2024,Yes,2024-10-09
,Chinstrap,50.23,19.57,185.4,3523.0,Adult,Male,Torgersen North,Torgersen,2021-09-25,Healthy,PAPRI2021,Yes,2021-09-18
CHN-0978,Chinstrap,47.51,19.42,196.6,3079.0,Adult,,Torgersen North,Torgersen,2023-08-11,Unwell,PAPRI2023,Yes,2023-08-06
ADE-0953,Adelie,35.63,18.99,191.4,4048.0,Adult,Male,,Cormorant,2024-05-09,Overweight,,Yes,2024-05-08
ADE-0954,Adelie,32.0,15.47,194.5,3940.0,Adult,Male,Biscoe West,Biscoe,2019-11-26,critcal ill,PAPRI2019,Yes,2019-11-23
GEN-0961,Gentoo,52.29,14.15,211.0,4728.0,Adult,Male,Biscoe,Dream,2021-10-08,,PAPRI2021,Yes,2021-09-28
CHN-0979,Chinstrap,52.29,19.0,194.8,3318.0,Adult,Female,Torgersen North,Torgersen,2023-06-01,Healthy,PAPRI2023,,2023-05-20
,Chinstrap,48.71,16.94,185.9,2500.0,Adult,,biscoe 2,Cormorant,2021-07-09,Underweight,PAPRI2021,Yes,2021-06-26
CHN-0981,Chinstrap,49.41,16.15,204.4,5391.28,Adult,,Torgersen North,Torgersen,2023-03-26,Healthy,PAPRI2023,Yes,2023-03-22
GEN-0962,Gentoo,48.93,14.27,218.5,4814.0,Adult,Female,Torgersen North,Torgersen,2024-07-08,Healthy,PAPRI2024,Yes,2024-07-01
CHN-0982,Chinstrap,48.37,17.59,196.8,2908.0,Juvenile,F,Dream South,Dream,2024-13-14,Underweight,PAPRI2023,Yes,2023-10-06
ADE-0955,Adelie,37.89,16.5,,3418.0,Adult,,Torgersen North,,,Healthy,PAPRI2023,Yes,2023-05-26
ADE-0956,Adelie,36.45,20.53,178.0,4026.0,Adult,Male,Torgersen North,Torgersen,2024-05-17,Healthy,,Yes,2024-05-14
GEN-0963,Gentoo,46.89,17.71,220.28,5678.0,Adult,,Biscoe West,Biscoe,2020-09-16,Overweight,PAPR2023,No,
,Chinstrap,47.28,13.85,188.2,3918.0,Adult,,TORGERSEN 4,Dream,2022-08-07,Healthy,PAPRI2022,Yes,2022-07-24
GEN-0964,Gentoo,46.57,14.9,229.2,4258.0,Adult,Female,Cormorant East,Cormorant,,Underweight,PAPRI2024,No,
,Gentoo,46.38,15.57,,4754.0,Adult,Female,Dream South,Dream,2022-12-02,Healthy,PAPRI2022,Yes,2022-11-29
ADE-0957,Adelie,37.65,18.87,193.3,2946.0,Juvenile,?,Dream South,Dream,2019-10-18,under weight,PAPR2023,Yes,2019-10-10
,adeleie,37.4,18.91,171.7,3753.0,Adult,Female,Dream South,,2021-10-15,Healthy,PAPRI2021,Yes,2021-10-08
,Chinstrap,48.36,20.51,195.3,3637.0,Adult,,Biscoe West,Biscoe,2022-11-25,Healthy,PAPRI2022,Yes,2022-11-21
GEN-0965,Gentoo,48.42,14.25,218.9,6855.252060177288,Chick,Male,Cormorant East,Cormorant,2019-11-15,Underweight,PAPRI2019,Yes,2019-11-08
ADE-0958,adeleie,39.71,20.77,189.68,3123.0,Juvenile,,Cormorant East,Cormorant,2023-11-06,critcal ill,PAPRI2023,,2023-11-05
,Chinstrap,47.7,20.38,192.8,3398.0,Adult,,Torgersen North,Torgersen,2024-04-24,Healthy,PAPRI2024,Yes,2024-04-13
,Chinstrap,48.38,15.98,210.0,3017.3970698209605,Adult,Male,Dream South,Dream,2021-10-08,Overweight,PAPRI2021,No,
GEN-0966,Gentoo,50.88,14.29,230.0,3021.416197263527,Juvenile,,Dream South,Dream,2024-02-01,Critically Ill,PAPRI2024,Yes,2024-01-22
ADE-0959,Adelie,41.71,20.22,175.3,3520.0,Adult,,Biscoe West,Biscoe,2021-05-31,Healthy,PAPRI2021,Yes,2021-05-23
GEN-0967,Gentoo,47.13,,228.4,3125.0,Juvenile,Female,,Torgersen,2020-08-14,Underweight,PAPRI2020,Yes,2020-08-13
,Chinstrap,49.2,19.08,197.0,,Juvenile,Female,Biscoe West,Biscoe,2021-08-19,Underweight,PAPRI2021,Yes,2021-08-08
GEN-0968,Gentoo,41.99,16.49,218.2,4904.21,Adult,Female,Cormorant East,Cormorant,2023-11-10,Healthy,PAPRI2023,No,
,Gentto,52.4,13.55,210.5,3811.9612758438743,Juvenile,Unknown,,Torgersen,2021-05-12,Underweight,PAPRI2021,No,
,Adelie,32.0,21.0,176.8,3656.0,Juvenile,Male,Dream South,Dream,error,Healthy,PAPR12021,Yes,2024-12-19
ADE-0960,Adelie,40.95,20.08,189.7,2980.0,Juvenile,,Biscoe West,Biscoe,2024-11-15,Underweight,PAPRI2024,Yes,2024-11-08
,Chinstrap,46.65,18.69,,2889.0,Juvenile,Female,Shortcut Point,Shortcut,2019-12-22,Underweight,PAPRI2019,No,
,Gentoo,50.29,,211.8,2631.0,Chick,,Dream South,Dream,,Underweight,PAPRI2021,No,
CHN-0984,Chinstrap,49.96,13.11,205.4,2820.0,Juvenile,,,Torgersen,2020-06-25,Underweight,PAPRI2020,,2020-06-25
,Chinstrap,54.68,17.6,191.6,2926.0,Juvenile,,dream island,Cormorant,2023-01-16,Underweight,PAPRI2023,Yes,2023-01-02
GEN-0969,Gentoo,46.59,14.8,221.3,4272.96,Adult,Female,Shortcut Point,Shortcut,2022-07-01,Healthy,PAPRI2022,Yes,2022-06-28
,Gentoo,55.22,15.55,225.7,5175.0,Adult,Male,Torgersen North,Torgersen,2024-05-06,Healthy,PAPRI2024,Yes,2024-05-03
,Gentoo,44.92,15.99,218.2,4170.0,Adult,,Cormorant East,Cormorant,2020-12-16,Underweight,PAPRI20X9,No,
ADE-0961,adeleie,,16.14,183.6,3991.0,Adult,Male,Torgersen North,,2020-07-09,Healthy,PAPRI2020,Yes,2020-06-27
,Adelie,37.69,18.31,187.4,2764.0,Juvenile,,Torgersen North,Torgersen,2024-08-21,,PAPRI2021,Yes,2021-02-20
,Gentoo,47.06,15.54,207.1,4990.0,Adult,,Biscoe West,Biscoe,2024-05-29,Healthy,PAPRI2024,Yes,2024-05-28
CHN-0985,Chinstrap,48.05,16.78,192.3,3964.0,Adult,Male,,Shortcut,2021-09-29,Overweight,PAPRI2021,Yes,2021-09-21
ADE-0962,Adelie,34.02,18.03,183.8,4644.679447385319,Adult,N/A,Torgersen North,Torgersen,2020-01-14,Healthy,,Yes,2020-01-11
CHN-0986,Chinstrap,43.3,20.49,198.4,3486.0,,Male,Dream South,Dream,25-01-2024,Healthy,PAPRI2023,Yes,2023-03-03
,Adelie,40.61,16.82,187.5,3832.0,Adult,Male,Biscoe West,Biscoe,2023-08-02,Healthy,PAPRI2023,Yes,2023-07-28
,Gentoo,49.75,14.6,224.4,5077.0,Adult,Male,,Biscoe,2022-01-21,Healthy,PAPRI2022,Yes,2022-01-12
,Adelie,39.28,17.32,198.3,,Juvenile,,Dream South,Dream,2023-04-09,Underweight,PAPR12021,No,
ADE-0963,Adelie,33.82,19.85,172.38,4012.0,Adult,,Dream South,Dream,2021-09-11,Healthy,PAPRI2021,Yes,2021-09-01
GEN-0971,Gentoo,48.37,13.83,216.7,5507.0,Adult,Male,Dream South,Dream,2020-12-03,Healthy,PAPRI2020,No,
GEN-0972,Gentoo,49.18,15.9,209.5,5167.0,Adult,Unknown,Dream South,Dream,2024-00-22,,PAPRI2021,Yes,2021-10-05
,Adelie,35.68,18.34,,3936.0,Adult,,Torgersen North,Torgersen,2022-10-07,Overweight,PAPRI2022,Yes,2022-09-23
GEN-0973,Gentoo,47.5,13.0,214.7,3240.0,Chick,F,Torgersen North,Torgersen,2024-13-01,Underweight,PAPRI2024,No,
ADE-0964,Adelie,38.96,17.25,186.5,3577.0,Adult,,Torgersen North,Torgersen,2022-07-07,Healthy,PAPRI2022,Yes,2022-06-25
,Chinstrap,48.74,17.56,198.0,4352.0,Adult,Male,Dream South,,2023-01-16,Overweight,PAPRI2023,Yes,2023-01-12
CHN-0987,Chinstrap,51.53,18.46,206.3,3949.0,,?,Torgersen North,Torgersen,,Healthy,PAPRI2020,Yes,2020-09-16
,Chinstrap,46.83,17.28,183.5,,Juvenile,Female,Biscoe West,Biscoe,2021-08-25,Underweight,PAPRI2021,,2021-08-21
GEN-0974,Gentoo,50.57,15.89,220.0,7000.0,Adult,,Torgersen North,,2021-01-05,,PAPRI2021,Yes,2020-12-26
CHN-0988,Chinstrap,44.72,20.98,197.5,4261.0,Adult,,Shortcut Point,Shortcut,2024-10-30,Overweight,PAPRI2024,No,
ADE-0189,Adelie,36.06,,212.65,4073.62,Adult,?,,Cormorant,2023-05-31,Unwell,PAPRI2021,,2021-05-28
GEN-0655,Gentoo,53.51,17.39,237.21,3860.87,Adult,,Cormorant East,Cormorant,2023-10-22,Overweight,PAPRI2022,Yes,2022-10-11
,Chinstrap,48.09,18.86,191.11,3269.87,Juvenile,Male,Dream South,Dream,2024-99-14,Underweight,PAPRI2024,Yes,2024-07-06
CHN-0972,Chinstrap,48.06,18.2,193.58,4657.45,Adult,,Cormorant East,,,Underweight,PAPRI2023,Yes,2023-07-11
,Adelie,34.99,19.01,190.56,3895.22,Adult,,Shortcut Point,Shortcut,2023-11-07,Overweight,PAPRI2021,Yes,2021-10-25
GEN-0379,Gentoo,52.79,14.84,,5567.26,Adult,Male,Torgersen North,Torgersen,2023-05-22,Unwell,PAPRI2021,Yes,2021-05-16
CHN-0494,Chinstrap,,21.21,202.24,4522.13,Adult,,Torgersen North,,2022-11-07,Overweight,PAPRI2019,No,
GEN-0532,Gentoo,52.66,16.51,213.08,5415.0,Adult,Male,Biscoe West,Biscoe,2021-06-12,Critically Ill,PAPRI2020,Yes,2020-06-03
CHN-0253,Chinstrap,44.93,19.35,186.71,3390.4,Adult,,Dream South,Dream,2022-02-16,Overweight,,Yes,2020-02-08
ADE-0735,Adelie,36.89,18.22,193.95,3704.65,Adult,,Cormorant East,unknown,2022-01-14,,PAPRI2021,Yes,2021-01-07
,Gentoo,48.69,13.85,226.55,5512.73,Adult,,Biscoe West,Biscoe,2023-06-13,Overweight,PAPRI2022,Yes,2022-06-07
CHN-0231,Chinstrap,50.38,20.25,211.66,3041.24,Adult,,Biscoe West,cormor,not-a-date,Underweight,PAPRI2021,No,
GEN-0559,Gentoo,44.69,16.9,218.28,3963.75,Adult,Female,Cormorant East,Cormorant,2024-00-17,Underweight,PAPRI2022,,
CHN-0654,Chinstrap,47.45,19.85,189.12,3633.3,Adult,,Shortcut Point,Shortcut,,Unwell,PAPRI2022,Yes,2022-03-06
CHN-0320,Chinstrap,60.22,20.59,208.57,3958.92,Adult,?, short point,Biscoe,,Overweight,PAPRI2022,No,
GEN-0681,Gentoo,47.77,13.84,222.73,7378.33,Adult,,Torgersen North,Torgersen,,Overweight,PAPRI2022,Yes,2022-11-07
CHN-0786,Chinstrap,50.09,17.81,204.35,,Adult,,Cormorant East,Cormorant,2022-03-09,Overweight,PAPRI2021,Yes,2021-03-08
CHN-0508,Chinstrap,50.03,19.22,212.77,3554.78,Juvenile,Female,Dream South,Dream,2023-11-23,Underweight,PAPRI2022,No,
ADE-0524,Adelie,44.52,18.39,191.48,3206.18,Adult,Female,Dream South,Dream,2022-11-07,Healthy,PAPRI2020,Yes,2020-10-26
CHN-0439,Chinstrap,,17.28,209.63,2870.95,Adult,,Dream South,Dream,2023-06-28,Unwell,PAPRI2021,Yes,2021-06-14
GEN-0054,Gentoo,36.14,15.29,220.29,5032.1,Adult,Female,Biscoe West,Biscoe,2023-10-28,Underweight,PAPRI2020,Yes,2020-10-24
GEN-0450,Gentoo,40.61,16.76,211.01,4193.49,Adult,Female,Biscoe West,dreamland,2023-05-17,Critically Ill,PAPRI2021,Yes,2021-05-14
GEN-0303,Gentoo,,13.98,220.63,5569.22,Adult,Male,Torgersen North,Torgersen,2023-07-18,Critically Ill,PAPRI2022,Yes,2022-07-13
,Adelie,43.05,16.66,187.32,3018.8,Juvenile,,Torgersen North,Torgersen,2021-02-23,Overweight,PAPR12021,No,
GEN-0009,Gentoo,49.72,16.54,,,Adult,,Dream South,Dream,,Unwell,PAPRI2021,Yes,2021-06-25
CHN-0689,Chinstrap,,18.42,167.27,4706.47,Adult,Male,Torgersen North,Torgersen,,Unwell,PAPRI2023,Yes,2023-05-06
,Gentoo,51.47,15.36,212.86,4947.94,Adult,Male,Dream South,Dream,2024-01-08,Critically Ill,PAPRI20X9,Yes,2021-12-28
GEN-0835,Gentto,48.9,17.28,210.25,4887.48,Adult,,Biscoe West,Biscoe,2024-02-22,Overweight,PAPRI2022,Yes,2022-02-15
CHN-0760,Chinstrap,46.47,22.19,204.93,3425.7,Adult,Male,Cormorant East,Cormorant,,Overweight,STUDY_2022,Yes,2019-11-25
ADE-0570,Adelie,39.91,19.8,203.53,3342.93,Adult,Male,Cormorant,Dream,2023-10-16,Critically Ill,PAPRI2020,Yes,2020-10-11
,Gentoo,50.43,12.75,213.73,4992.81,Adult,?,Torgersen North,Torgersen,2022-06-23,Critically Ill,PAPRI2020,Yes,2020-06-23
,Adelie,41.4,16.91,199.12,2749.1,Juvenile,,Cormorant East,Cormorant,2023-10-24,Unwell,PAPRI2020,Yes,2020-10-13
CHN-0734,Chinstrap,44.26,21.09,192.7,3473.89,Adult,Male,Torgersen North,Torgersen,2023-08-28,Overweight,PAPRI2022,Yes,2022-08-27
CHN-0230,Chinstrap,48.82,,202.62,2712.8,Adult,,Dream South,Dream,2021-02-10,Healthy,PAPRI2020,Yes,2020-02-07
ADE-0867,Adelie,43.44,,208.63,2852.36,Adult,Male,Dream South,Dream,2023-11-02,Overweight,PAPRI2022,Yes,2022-10-29
CHN-0091,Chinstrap,53.43,17.24,182.4,3555.05,Adult,Female,Biscoe West,Biscoe,2024-01-21,Overweight,PAPRI2021,Yes,2021-01-09
,Gentoo,48.2,12.66,207.87,5538.98,Adult,,Biscoe West,Biscoe,202-05-18,Healthy,PAPRI2023,Yes,2023-08-10
ADE-0451,Adelie,40.19,20.8,192.55,3967.7,Adult,Male,Cormorant East,,2020-10-03,Overweight,PAPRI2019,Yes,2019-10-03
ADE-0013,adeleie,41.51,19.31,182.31,3322.26,Adult,,,Cormorant,,Overweight,PAPRI2022,Yes,2022-06-18
GEN-0562,Gentoo,47.14,13.48,209.42,5161.26,Adult,,,Torgersen,2022-09-29,Underweight,PAPRI2021,Yes,2021-09-25
,Adelie,,16.93,192.72,2599.78,Juvenile,,Biscoe West,,2023-08-28,Underweight,PAPRI2021,Yes,2021-08-17
ADE-0328,Adelie,40.83,15.71,196.11,4212.34,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2020,Yes,2020-10-11
,Gentoo,54.78,,223.67,2832.33,Juvenile,,Dream South,Dream,,Critically Ill,PAPRI2021,No,
ADE-0772,Adelie,35.72,20.73,197.62,2927.99,Adult,,,Biscoe,2023-09-23,Critically Ill,PAPRI2020,,2020-09-20
GEN-0656,Gentoo,51.82,17.31,222.92,5193.23,Adult,Male,Torgersen North,Torgersen,2023-07-25,Underweight,PAPRI2021,Yes,2021-07-14
,Chinstrap,45.6,18.66,206.19,2882.38,Adult,Male,Dream South,Dream,2024-02-01,Underweight,PP2020,Yes,2021-02-01
GEN-0775,Gentoo,48.01,17.05,224.38,,Adult,Female,Torgersen North,Torgersen,2024-01-19,Underweight,PAPRI2021,Yes,2021-01-05
ADE-0176,Adelie,43.34,20.84,236.91,2690.33,Juvenile,Female,TORGERSEN 4,Biscoe,2022-07-29,Critically Ill,PAPRI2020,Yes,2020-07-27
,Chinstrap,50.43,19.85,201.38,3103.75,Adult,Female,Biscoe West,Biscoe,2023-02-25,Overweight,PAPRI2022,Yes,2022-02-20
GEN-0596,Gentoo,47.68,15.81,214.65,5188.74,Adult,,/Shortcut,Cormorant,,Overweight,,Yes,2024-02-23
GEN-0355,Gentoo,49.14,12.98,209.69,4260.63,Adult,,Torgersen North,Torgersen,2022-06-24,Healthy,PAPRI2021,,2021-06-12
GEN-0585,,49.27,17.11,215.89,2967.82,Adult,Female,,Biscoe,2020-12-06,Overweight,PAPRI2019,,2019-11-22
GEN-0813,Gentoo,51.82,16.82,227.07,4376.76,Adult,Female,Dream South,Dream,2022-10-27,Critically Ill,PAPRI2019,Yes,2019-10-16
,Gentoo,48.55,15.0,226.56,4447.1,Adult,Female,Dream South,Dream,2021-06-23,Healthy,PAPRI2020,Yes,2020-06-23
GEN-0973,Gentoo,48.22,14.09,206.23,3448.17,Juvenile,F,Torgersen North,Torgersen,2024-13-01,Healthy,PAPRI2024,No,
,Adelie,43.49,19.39,199.27,3786.18,Adult,Female,Dream South,Dream,2023-12-21,Underweight,PAPRI2020,Yes,2020-12-16
ADE-0118,adeleie,45.37,21.85,188.47,3724.91,Adult,Male,Dream South,Dream,2023-01-11,Underweight,PAPRI2022,Yes,2022-01-03
,Chinstrap,50.55,18.31,207.26,3718.34,Adult,,Biscoe West,torg,2023-12-16,Underweight,PAPRI2021,Yes,2021-12-13
ADE-0713,Adelie,38.96,20.21,200.94,3172.54,Adult,,Shortcut Point,Shortcut,2024-02-01,Critically Ill,PAPRI2022,Yes,2022-01-26
GEN-0232,Gentoo,60.3,15.17,229.62,4558.1,Adult,Female,Cormorant East,Cormorant,2021-09-29,Healthy,,Yes,2020-09-19
CHN-0364,Chinstrap,46.21,20.51,192.77,3243.56,Adult,Male,Torgersen North,Torgersen,2022-10-13,Healthy,PAPRI2021,Yes,2021-09-29
GEN-0575,Gentoo,55.88,12.76,221.45,5327.14,Adult,Female,Torgersen North,Torgersen,2021-12-01,Healthy,PAPRI2019,No,
,Gentoo,47.67,17.52,227.04,5554.03,Adult,Male,Torgersen North,Torgersen,2022-04-13,Unwell,PAPRI2020,Yes,2020-04-01
,Gentoo,48.73,14.38,223.58,3327.41,,Female,Torgersen North,Torgersen,2022-01-12,Underweight,PAPRI2020,Yes,2020-01-03
CHN-0321,Chinstrap,49.83,18.42,211.61,3405.55,Adult,Female,Dream South,Dream,2023-12-05,Critically Ill,PAPRI2020,Yes,2020-11-29
,Chinstrap,48.99,19.92,203.79,2396.15,Adult,,Cormorant East,Cormorant,2020-11-25,Unwell,PAPRI2019,Yes,2019-11-24
,Adelie,30.63,,186.69,3384.01,Adult,,Dream South,Dream,2022-07-23,Unwell,PAPRI2020,Yes,2020-07-20
,Adelie,41.53,19.49,186.4,4386.05,Adult,,Torgersen North,Torgersen,2022-09-20,Underweight,PAPRI2021,,2021-09-19
CHN-0557,Chinstrap,49.5,,181.48,4164.09,Adult,Female,Biscoe West,Biscoe,2023-08-08,Healthy,PAPRI2020,Yes,2020-08-07
,Gentoo,50.44,13.92,233.51,5072.09,ADLT,Female,Torgersen North,Torgersen,2024-02-26,Overweight,PAPRI2022,Yes,2022-02-12
CHN-0152,Chinstrap,47.73,20.71,190.52,2890.32,Adult,,Biscoe West,Biscoe,2023-07-29,Healthy,PAPRI2021,Yes,2021-07-25
ADE-0807,Adelie,43.14,19.93,199.67,4089.79,Adult,,Shortcut Point,Shortcut,2024-01-26,Overweight,PAPRI2022,Yes,2022-01-16
GEN-0144,Gentoo,53.2,17.58,217.44,5374.61,Adult,Male,Dream South,Dream,2023-02-22,Healthy,PAPRI2022,Yes,2022-02-11
,Adelie,36.19,20.79,183.45,4351.04,Adult,,Dream South,unknown,2022-12-14,Unwell,PAPRI2020,Yes,2020-12-13
CHN-0826,Chinstrap,51.68,17.26,220.46,3350.73,Adult,,Torgersen North,Torgersen,202-09-13,,PAPRI2023,Yes,2023-02-21
GEN-0799,Gentoo,46.17,14.4,234.55,5435.98,Adult,,Shortcut Point,Shortcut,,Overweight,,Yes,2022-11-04
ADE-0749,Adelie,40.42,,203.21,2893.38,Adult,,Dream South,Dream,2024-13-23,Unwell,PAPRI2021,Yes,2021-11-13
,Gentoo,42.07,12.81,224.2,6157.04,Adult,,Cormorant East,Cormorant,2021-04-29,Critically Ill,PAPRI2020,Yes,2020-04-25
CHN-0456,Chinstrap,58.68,18.51,173.01,4168.24,Adult,Male,Dream South,Dream,2022-05-25,Overweight,PAPRI2020,Yes,2020-05-23
,adeleie,44.93,20.39,178.2,3981.54,Adult,Male,Cormorant East,Cormorant,2023-06-11,Unwell,PAPRI2021,Yes,2021-06-05
CHN-0715,Chinstrap,44.29,15.81,201.47,,Juvenile,,Torgersen North,Torgersen,2023-12-02,Unwell,PAPRI2022,Yes,2022-11-27
CHN-0987,Chinstrap,50.56,18.61,220.75,4188.59,,?,Torgersen North,Torgersen,,Unwell,PAPRI2020,Yes,2020-09-16
CHN-0939,Chinstrap,45.72,15.9,208.65,2621.6,Juvenile,Female,TORGERSEN 4,Shortcut,2021-06-09,Unwell,PAPRI2020,Yes,2020-06-09
ADE-0137,Adelie,46.46,16.39,186.41,,Adult,?,Torgersen North,Torgersen,not-a-date,Underweight,PAPRI2021,Yes,2021-03-21
,Adelie,45.03,18.8,202.51,3425.94,Adult,Male,Torgersen North,Torgersen,,Healthy,PAPRI2023,Yes,2023-08-25
,Chinstrap,,17.78,205.92,3403.77,Adult,Male,Biscoe West,Biscoe,2021-12-29,Critically Ill,PAPRI2019,,2019-12-20
CHN-0366,Chinstrap,51.64,19.59,215.45,3955.36,Adult,,Torgersen North,Torgersen,2022-08-18,Healthy,PAPRI2021,No,
GEN-0106,Gentto,50.36,13.63,223.62,5246.38,Adult,F,Biscoe West,Biscoe,2022-11-26,Critically Ill,PAPRI2021,Yes,2021-11-15
ADE-0431,Adelie,35.2,17.03,198.08,4014.01,Adult,,Biscoe West,Biscoe,2023-07-27,,PAPRI2021,Yes,2021-07-19
,Adelie,42.31,19.61,193.0,3356.39,Adult,Male,Torgersen North,unknown,2023-12-16,,PAPRI2022,Yes,2022-12-07
,Chinstrap,49.6,17.81,196.89,3918.24,Adult,,Biscoe West,Biscoe,2023-03-26,Overweight,PAPRI2020,Yes,2020-03-21
CHN-0680,Chinstrap,47.6,19.35,,3604.48,Adult,,Cormorant East,Cormorant,2023-09-24,Unwell,N/A,Yes,2020-09-20
,,51.11,14.78,217.56,5398.76,Adult,,Biscoe West,Biscoe,,Overweight,PAPR2023,,2023-03-09
GEN-0673,Gentoo,52.89,14.05,211.78,4447.54,Adult,,Dream South,Dream,,Healthy,PAPRI2024,Yes,2024-10-08
,Adelie,34.27,18.35,190.63,3840.05,Adult,Female,Torgersen North,short cut,2020-12-25,Healthy,PAPRI2019,Yes,2019-12-11
,Chinstrap,45.83,15.9,219.66,3702.1,Adult,,Cormorant East,Cormorant,2021-03-06,Unwell,PAPRI2020,Yes,2020-03-04
ADE-0367,Adelie,43.91,20.37,196.69,3606.96,Adult,,Biscoe West,Biscoe,2022-12-30,Underweight,PAPR12021,Yes,2020-12-28
,Gentoo,57.64,14.95,233.03,5619.27,Adult,Female,Dream South,Dream,2021-03-23,Healthy,PAPRI2020,Yes,2020-03-15
CHN-0870,Chinstrap,46.38,18.85,212.36,3625.99,Adult,Male,Torgersen North,Torgersen,2023-02-19,Unwell,,Yes,2021-02-19
,Chinstrap,49.65,18.84,232.42,3601.19,Adult,,Cormorant East,Cormorant,2023-09-24,Underweight,PAPRI2020,,2020-09-18
GEN-0675,Gentto,49.03,15.6,230.5,5061.28,Adult,M,Torgersen North,Torgersen,,Overweight,PAPRI2021,Yes,2021-01-13
,Chinstrap,43.63,20.51,224.06,3545.05,Adult,,Torgersen North,Torgersen,2023-04-10,Overweight,STUDY_2022,Yes,2021-04-09
CHN-0830,Chinstrap,,19.44,198.88,2539.73,Adult,,Biscoe West,Biscoe,2023-04-12,Critically Ill,PAPRI2020,Yes,2020-04-03
,Adelie,37.14,18.62,200.05,,Adult,,Biscoe West,Biscoe,2022-12-29,Underweight,PAPRI2021,No,
,Chinstrap,52.99,17.29,202.88,3390.21,Adult,Male,Shortcut Point,Shortcut,2021-03-28,Healthy,PAPRI2020,No,
,Gentto,48.84,13.9,205.03,5749.73,Adult,,Dream South,Dream,2021-10-17,Unwell,PAPRI2020,Yes,2020-10-11
,Gentoo,49.0,17.99,,4151.83,Adult,Female,Dream South,Dream,2022-12-26,Underweight,PAPRI2020,Yes,2020-12-17
CHN-0987,Chinstrap,52.76,20.2,222.08,3763.44,,?,Torgersen North,Torgersen,,Underweight,PAPRI2020,Yes,2020-09-16
,Chinstrap,47.47,20.38,184.38,2910.8,Adult,Male,Dream South,Dream,2022-02-01,Underweight,PP2020,Yes,2021-02-01
ADE-0600,Adelie,,20.46,,2881.69,Adult,,Torgersen North,Torgersen,2022-07-28,Overweight,PAPRI2020,Yes,2020-07-27
,Adelie,40.84,19.46,202.61,,Juvenile,,Cormorant East,Cormorant,,Healthy,PAPRI2021,No,
,Gentoo,47.06,14.44,198.37,4769.54,Adult,,Torgersen North,Torgersen,2021-04-05,,PAPRI2020,Yes,2020-04-05
,Chinstrap,43.81,19.0,187.38,2518.0,Adult,,,Torgersen,2024-99-21,Underweight,PAPRI2022,Yes,2022-04-06
CHN-0122,Chinstrap,49.07,20.66,202.18,3754.48,Adult,,Biscoe West,Biscoe,,Critically Ill,PAPRI2021,Yes,2021-09-02
